CCCNCc1cccc(SC2CCCC(CC)C2)c1
COc1ccc(CC(=O)NCc2nnc(SCC(=O)Nc3nccs3)n2-c2cccc(c2)C(F)(F)F)cc1
CN(C)c1ccc2[CH-]c3c(Oc2c1)cccc3C=C1C(=O)C(=Cc2cccc3[o+]c4cc(ccc4cc23)N(C)C)C1(C)C
COc1ccc(CCCCCCCCCCc2ccc(OC)c(OC)c2)cc1OC
[O-][N+](=O)c1ccc(C=CC(=O)OCC(=O)N(CCC#N)c2ccccc2)cc1
CCn1c(SCC(=O)Nc2ccc(cc2)C(O)=O)nnc1C(C)NC(=O)c1ccccc1Cl
CC(C)c1ccc(cc1)-c1noc2ncncc12
Nc1nc2NCCCCc2c(n1)-c1ccccc1C(F)(F)F
Fc1ccc2ccn(CC(=O)NCCC3CCN(Cc4ccccc4)CC3)c2c1
CSc1nc2nc(C)c(CCC(=O)N3CCN(Cc4cccc5ccccc45)CC3)c(C)n2n1
CCOc1ccc(cc1)S(=O)(=O)Nc1ccc2N(CCC(C)C)C(=O)CCc2c1
OC(=O)N1CCN(Cc2ccnc3ccccc23)CC1
CCCCCCCC(CBr)c1ccc(F)cc1
CC(C)(C)OC(=O)NN1CCC(CCOCC(N)Cc2ccccc2)CC1
COc1ccccc1C(NC(=O)c1cc(Cl)ccc1Cl)c1nccn1C
Clc1cccc(c1)C1(CCOCC1)C(=O)N1CCC(CC1)NS(=O)(=O)c1cccs1
CCC1(CC)C(Br)CC1Oc1cccc(Br)c1
CC(Cn1ncc(Br)c(Br)c1=O)N=O
NC1CC2OC1C1CN(CC(=O)NC34CC5CC(CC(C5)O3)C4)C(=O)C21
Cc1nnc(SCC(=O)Nc2ccc(cc2)N2CCCC2)nc1C
NS(=O)(=O)Nc1ccc(cc1)C(=Cc1ccc(OS(N)(=O)=O)cc1)C#N
CCN(CC)c1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cn1
CC(Oc1ccccc1N)C(=O)NC(C)(C)C
CCOc1ccc(cc1)C1CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccccc1F
COc1ccc2nccc(N3CCC(CCN)CC3)c2c1
CCc1ccc(cc1)N1C(=O)C2CC=C3C(CC4(Cl)C(=O)N(C)C(=O)C4(Cl)C3c3ccc(OCCO)cc3)C2C1=O
COc1ccc(C(N)=O)c(OCC(=O)c2cc(C)n(CCc3cccs3)c2C)c1
CC(C)(O)C1COC(C)(C)N1C(=O)OCc1ccccc1
O=C(NNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1cccs1)Nc1ccccc1
CCn1n2c(nnc2cc(-c2cc(ccc2C)C(=O)NC2CC2)c1=O)-c1c(F)cccc1Cl
CN(C)C(CNC(=O)c1cccc(c1)C#N)c1ccsc1
CC1(Br)C=C(Br)C=C(C1N)C(O)=O
CC(NS(=O)(=O)c1ccccc1F)C(=O)Nc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
COc1c(O)cccc1C1OC(CC(O)=O)C(=O)N(CC(C)(C)C)c2ccc(Cl)cc12
COc1cccc(COc2ccc(Cl)c(c2)[N+]([O-])=O)c1
Clc1c[nH]c(=NN2C(SCC2=O)c2ccccc2)c(Cl)c1
CC(C)NCc1cccc(COc2ccc(Cl)cc2Br)c1
NC(=N)c1ncccc1CSc1ccc(Br)cc1
CC(N)Cn1[nH]c2CCCc3c(C)c(=O)cc1c23
Cc1cc(C)c(c(C)c1)-c1ccnc(n1)N1CCCC(C1)C(=O)Nc1ccc(F)cc1Cl
COc1ccc(cc1)-c1noc(CC(=O)Nc2ccc(O)cc2)c1-c1ccc(OC)cc1
CCCN(CC(=O)Nc1ccccc1C)C(=O)c1cc(C)n(C(C)C)c1C
Brc1ccc(cc1)-c1noc(CN2CCC(CC2)C(=O)N(Cc2ccccc2)Cc2ccccc2)n1
COc1cc(cc(Cl)c1OC)C1C(C#N)=C(C)NC2=C1C(=O)CCC2
Cc1cc(F)ccc1OC(C)(C)C(=O)NC1CC2CCC(C1)N2c1ccc(cn1)S(N)(=O)=O
CC(NC(=O)C(C)(N)C(F)(F)F)c1ccccn1
COC(=O)C(O)C1CCCNC1
CCc1oc2ccccc2c1CN(C)C(=O)C=Cc1nc2ccccc2o1
NC(=O)C(=Cc1cccc(O)c1)C#N
OCC1(CNc2ccc(cc2)C#N)CC1
CCNc1ncc(cn1)-c1nc2ccc(C)cc2c(C(=O)N(CC)CC)c1C
CN(CCCCCCNC1CC1)CCN1CCCC1
CC(C)CC(NC(=O)C(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)OCc1ccccc1
COc1cc(cc(OC)c1Br)C(=O)Nc1nc(Cc2n[nH]c(=S)n2C)cs1
CN(C)C(=O)COc1ccccc1C(=O)N(C)Cc1c(F)cccc1Cl
CNCC(=O)N(C)Cc1ccc2ccccc2c1
CCOC(=O)c1cnc(nc1NCc1ccc(OC)c(Cl)c1)N1CCCC1CO
Cc1cccc(c1)N1C2=C(C(CC1=O)c1cccc(Cl)c1)C(=O)OC2
CNc1nc(C)cc(n1)N(Cc1cccs1)C(C)C
CCC(N)(CC)CN1CCN(CC1)c1cccc(C)c1
CC(N)c1ccc(F)cc1OCCOc1ccc(Br)cc1
CN(C)C(=O)c1cccc(CNc2nc(NC3CC3)n3ncc(C=C4CC(=O)NC4=O)c3n2)c1
CC(=O)C1CN(Cc2ccccc2)CCC1(C)O
CCCNCC(C)(C)OCc1cccc(Br)c1
COC(OC)C1OC1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
CNc1ccc2c(c1)nc1c3cccc4cccc(c34)c(=O)n21
COc1ccc(nc1)-c1cc(c(F)cc1F)-c1ccc(OC)cn1
Cc1nc[nH]c1CN1CCc2c(C1=O)c1ccccc1n2C
COc1cc(OC)c2C3CNC(Cc4cccc(F)c4)C3CCc2c1OC
CC(C)C1CC(CCN1C(O)=O)Oc1cc(=O)n(cc1C)-c1ccc(cc1)S(C)(=O)=O
CCn1c2nc(C=Cc3ccc(F)c(c3)C(O)=O)n(C)c2c(=O)n(CC)c1=O
CCCOc1cc(N)cc(c1)N(CCC#N)C1CC1
CCOC(=O)C1=Nc2nc(SC)[nH]c(=O)c2NC(C)(C1)C(=O)OCC
CCOC(=O)c1ccc(nc1)C1=C(CCC1)c1cc(Cl)ccc1O
O=C(CC1CCCN2CCCCC12)Nc1ccc(cc1)C(=O)c1ccccc1
CC(Sc1nnnn1-c1c(C)cccc1C)C(=O)Nc1cccc(Cl)c1
NCC#Cc1ccc(Cl)c(NC(=O)C2CSC(=O)N2)c1
CC(N(C)CCOc1cc(C)cc(C)c1)C(=O)NC1CCCCC1
COc1ccc(cc1OC)-c1nc(=O)[nH]c2NCCCCc12
CCC(C)NCc1ccc(CC)cc1
Nc1c(CC(O)=O)cccc1C(O)=O
CC(C)(O)C1CCCN1C(=O)NCc1ccc(cc1)-n1cncn1
Cc1cc(C)c2c(O)c(CN3CCCCC3)c(C)nc2c1
CCCCNC(=O)C(N(C)C(=O)CC)c1ccc(C)cc1
COc1ccc(cc1)-n1c(SC(C)C(=O)N2CC(C)CC(C)C2)nnc1-c1ccncc1
COc1ccc(cc1)C(=O)NC(C(C)C)C(=O)NCC(N(C)C)c1cccc(F)c1
Cc1ccccc1NC(=O)CC(N1C(=O)C2C3CC(C=C3)C2C1=O)c1cccc(Cl)c1
COc1cc(CBr)cc(Br)c1OCc1cccc(F)c1
CN(Cc1ncccc1C)C1NC2CCNCCC2C(=O)N1
CCOC(C)(OCC)P(=O)(CC(O)=O)OCC
COC1CN(CC(=O)OCC2CCCCO2)CCC1NC(=O)c1cc(Cl)c(N)nc1OC
Clc1cccc(c1)-n1nc(nc1-c1ccccc1)C(=O)N1CCOCC1
CCOc1ccc(NC(=O)CCNC(=O)C2CCN(CC2)C(C)C(=O)Nc2cc(ccc2C)C(=O)Nc2cc(F)ccc2F)cc1
C=CCOC1OC(COCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C1OC(=S)c1ccccc1
Cc1ccc(cc1)N1C(=O)C2Sc3c(sc(=O)n3CC(=O)Nc3ccccc3C(F)(F)F)C(C)(C)C2C1=O
CCNCc1cnc(N(C)c2ccccc2C)c(Cl)c1
CC(CCc1ccco1)N1CCNCC1c1ccccc1
CSc1nccc(n1)-c1c2cc[nH]c(=O)n2c2nccc(C)c12
CCc1cnc(NC2CC2)nc1-c1ccccc1
Cc1ccc(OCc2ccc(F)c(Br)c2)c(n1)C(O)=O
CC(C)(C)C(=O)N1CCCC1C(=O)Nc1ccccc1O
CN(CC(=O)NC(C)(C)C)C(=O)CNc1cccc(c1)S(=O)(=O)N1CCOCC1
COc1ccc(cc1)C(=O)N1CCC(CC1Cc1ccccc1)N(Cc1ccnc2ccccc12)C(=O)C(F)(F)F
CCC(C)Oc1c(Cl)cc(C=C2SC(=O)N(CC(=O)Nc3ccc(F)cc3)C2=O)cc1OC
CCCCCC=CC(O)C(O)CCCCCCCCC(O)=O
CCC(=COC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O)C#N
Clc1ccccc1NC(=O)CN1[CH+][CH+]N(CCc2ccccc2)C(=O)C1=O
CCN(CC(=O)Nc1ccc(NC(C)=O)cc1)CC(=O)OC
Cc1cc(C)nc(NS(=O)(=O)c2ccc(cc2)N2CC(=O)C(C2=N)c2nc3ccccc3s2)n1
CCC(C)c1ccccc1NC(=O)C(C)N(C)Cc1ccc(cc1)C(C)C
CCOC(=O)c1c(CSCN(CC)CC)oc2ccc(O)c(CN(CC)CC)c12
CCOc1ccc(cc1)-c1nc(CSc2nc3ccccc3c(=O)n2CC2CCCO2)c(C)o1
CCN(Cc1cccs1)C(C)(C#N)C(O)=O
Cc1ccc2nc(COc3cccc(c3)C(=O)N3CCCC4CCCCC34)cn2c1
CC(C)n1ncc2c(cc(C)nc12)C(=O)Nc1ccc(C)c(C)c1
CC12CCCC3(CO3)C1CC1C(C2)OC(=O)C1CN1CCN(CCO)CC1
Fc1ccc2c(c1)[nH]c(=NNC(=O)c1cnccn1)c1cccn21
NCC(=O)NC(CS)C(=O)NCCCS(O)(=O)=O
CCc1ccc(cc1)C1CCC(CC1)C1CCC(CCC=C(F)C#N)CC1
O=S(=O)(N1CCOCC1)c1cccc(c1)-c1nnc(SCC2CCCO2)o1
CC(C)=CCCCN(Cc1ccccc1)Cc1ccccc1
Cc1ncc(C2CCNCC2)n1C
CN(CC(=O)Nc1c(C)cccc1C)C(C(=O)NC(N)=O)c1ccccc1
COc1cc(OC)c(C=NNC(=O)CSc2nc3ccccc3n2Cc2ccc(C)cc2)c(OC)c1
CC(NC(=O)c1ccc2C(=O)OC(Cc2c1)c1ccccc1)c1ccco1
CCOc1cccc(c1)N1CC2CC(N)CC(C2)C1
NC(=O)c1cc(I)cc2c(NC3CCCN(C3)C(O)=O)ncnc12
CCCCNC(CC)c1ccc(OCCC)cc1
CCOC(=O)C(Cc1ccc(cc1)-n1c(=O)n(C)c2cc(CN(C)C)ccc2c1=O)NC(=O)c1c(Cl)cccc1Cl
Cc1ccc(cc1)-c1ccc(C#N)c(SC2CC(=O)N(C2=O)c2ccc(cc2)C(=O)OCC(=O)c2ccc(Br)cc2)n1
O=C(C1CCC1)N1CCc2nc[nH]c2C11CCN(CC1)C(=O)c1cnccn1
CCOc1cc2CC(C)Oc2cc1C1Nc2ccccc2C(=O)N1C1CC1
CCC(N)C(=O)Nc1ccc(NC(=O)NC)cc1
Cc1nn(c(C)c1CCC(=O)Nc1ccc(F)cc1F)-c1ccc2nncn2n1
CSc1cccc(NC(=O)C(C)N(C)CC(=O)Nc2ccccc2SC)c1
COc1ccc(CC(=O)OCC(=O)Nc2ccccc2S(=O)(=O)N(C)C2CCCCC2)cc1
CC1CCc2c(C1)sc(NC(=O)CCCC(O)=O)c2C(=O)NCc1cccnc1
CCCN1c2cc(F)c(C=C(C#N)c3ccc(cc3)C(F)(F)F)cc2C(C)CC1(C)C
[O-][N+](=O)c1ccc(CC(Br)c2cc3CSCCc3s2)cc1
Cc1cc(ccc1-c1ccc(C=C(C#N)c2ccccc2Cl)o1)[N+]([O-])=O
CCCCCn1c2=N[C+](Cl)N=c2c(=O)n(CCOC(=O)NCc2ccccc2)c1=O
O=C(N1CCN(CCOc2ccccc2)CC1)c1ccc(cc1)S(=O)(=O)N1CCCC1
Cc1cc(OCC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)cc(C)c1Cl
COC(=O)Cn1c2ccc(F)cc2sc1=NC(=O)c1ccc(Br)cc1
COc1ccc(cc1[N+]([O-])=O)C(=O)Nc1ncc(Cc2ccc(C)c(Cl)c2)s1
CS(=O)(=O)NCC(N1CCOCC1)c1ccco1
NC(=O)NC(CC(=O)Nc1cccc(c1)-c1nnnn1C1CC1)c1ccccc1
CC(C)CC(NC(=O)Cc1ccccc1Cl)C(O)=O
CC(=O)NCCOc1cccc(c1)C(=O)N1CCC(CC2(C)SC(NC3CC4CCC3C4)=NC2=O)CC1
CC(N1CCC(CC1)C(=O)N1CCCC1C(=O)Nc1cccc(c1)C(=O)N1CCCC1)C(=O)Nc1ccc(cc1C)C(=O)NC1CCCCC1C
CC(C)(C)C1C(CCCN1C(O)=O)NC(=O)c1sc(cc1N)-c1ccc(Cl)cc1
Cc1cccc2cc(CC(N)C(O)=O)c(=O)n(C)c12
NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc1ccccc1)C(S)=O
CC(C)CC(CO)N1C2C(=O)N(CC=CCCC(=O)N(C)C(C)C(OC(=O)C3C4OC2(C=C4)C3C1=O)c1ccccc1)c1c(C)cccc1Cl
CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(O)=O)C(O)=O
CCOC(=O)c1cnn(C2CCCCC2O)c1N
CN1CCN(CC1)c1ncc(Sc2cccc(NC(=O)CN)c2)c(OC2CCCC2)n1
O=C(CSCc1nnnn1C1CCCC1)Nc1ccc2ccccc2c1
CC(C)C1=NOC(C1)C(=O)N(C)CC(=O)c1ccc(O)cc1
O=C(C[n+]1ccccc1)NC1CCCCC1
COCC(=C)C1CCC2(COC(=O)n3ccnc3C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12
CCCOc1ccc(cc1)C(=O)C1=C(O)C(=O)N(C1c1ccncc1)c1nc2ccc(OCC)cc2s1
Brc1cc(Br)c2[nH]c(=S)n(C3CCCCC3)c(=O)c2c1
COc1ccc(cc1)C(CNC(=O)C=Cc1c(C)nn(c1C)-c1ccccc1)N(C)C
COc1cc(OC)c(cc1Cl)N1CCC(=O)NC1=O
CCOCCCN(C(C(=O)NC(C)(C)C)c1ccc(Cl)cc1)C(=O)c1snc(C(N)=O)c1N
COCCOC(=O)c1c(C)[nH]c(C(=O)N2CCC(CC2)NC(=O)C2CC2)c1C
NC1CC2CCC(C1)N2c1cccc(Cl)c1C(N)=O
CCCC1C2COC(=O)C12
CCCCOc1ccc(cc1)C(=O)NCC(=O)NN=Cc1ccccc1OC(=O)c1sc2ccccc2c1Cl
Cc1nn(-c2ccccc2Cl)c2sc(cc12)C(=O)NCC(O)c1ccco1
CCC(=O)N1C(COC11CCC(C)CC1)C(=O)NC(C)c1ccccc1
COc1ccc(cc1Cl)-c1nc(CC(O)=O)c(o1)-c1ccc(Cl)s1
CN1C2SC(C=C2C(=O)N(CCN2C(=O)c3ccccc3C2=O)C1=O)C(=O)OCc1ccccc1
CCn1nc(cc1C#C)-c1c(C)cc(C)c(=O)n1C
CN(Cc1ncc[nH]1)C(=O)c1cccnc1
CCc1ccc(CC)c(c1)-c1ccc(s1)C(O)=O
CC(OC(=O)c1oc2c(F)cccc2c1C)c1nnc(o1)-c1ccc(C)cc1
CC(C)NS(=O)(=O)c1ccc(o1)-c1ccc(=O)[nH]n1
CC(Sc1cc(Cl)ccc1Cl)C(=O)NNC(=O)c1cccnc1
c1ccc(cc1)-c1cc(cc(c1)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2cc(ccc12)-c1cccc2ccccc12)-c1ccc2ccccc2c1
CCCCN1CC=CC23OC4(C)C=CCCCOC(=O)C4C2C(=O)N(C(CO)CC(C)C)C3C1=O
Cc1c(OCC(=O)Nc2cccc3nonc23)ccc2c3CCCc3c(=O)oc12
CCC(C)N(Cc1ccccc1)C(=O)C1CCCN(C1)S(=O)(=O)c1ccc(C)s1
COc1cc(cc(OC)c1OC)-c1nnc(C=Cc2ccc(F)cc2)o1
CCN1CCCC(CC1)(C#N)N1CCCCC1
Cc1cc(sc1Br)C(N)c1ccc(cc1)C(F)(F)F
Brc1ccc(cc1)-n1cc(cn1)C(=O)Nc1cccc2cccnc12
CCC(CC)(CNC(=O)c1ccccc1OC)c1cccc(OC)c1
Cc1ccccc1C(=O)N(Cc1ccc(o1)-c1cc(Cl)ccc1Cl)C1CCS(=O)(=O)C1
CCCCCC(N(C1CCCCC1)C(=O)C1CCC(=O)N1)C(=O)NC1CCCCC1
CC(NCc1ccnn1C)c1cc(F)cc(F)c1
CCCCCCCCCCCCN1C(=S)SC(=Cc2c(Oc3ccc(C)cc3C)nc3ccccn3c2=O)C1=O
Clc1ccc(OCCNc2ccc(Br)c(Cl)c2)cc1
CCC(C)C(O)C(C)C(=O)C(C)OC(=O)c1ccccc1
CC(=N)C1NC(=O)C2(CC2)C(=O)N1
O=C(N=C1SC2CS(=O)(=O)CC2N1Cc1ccccc1)C1CC1
CCCN(CC(F)(F)F)c1ccc(CN)cn1
CN1CCCN(CC1)C(CN)c1ccc(Br)cc1F
CC(C)CC(N)C(=O)NCC1(CC(O)=O)CCCCC1
CCOc1ccc(NC(=O)Nc2ccc(cc2)-c2nc3ccccc3[nH]2)cc1Br
CC(NC(=O)C1CCN(CC(=O)Nc2cc(ccc2C)C(=O)Nc2ccccc2F)CC1)C(=O)Nc1cc(ccc1C)C(=O)NC1CCCCC1C
COc1ccc(cc1)C1c2c(Nc3[nH]c(=O)[nH]c(=O)c13)[nH]c(=O)c(C(C)=O)c2O
CC(C)c1ccc(cc1)S(=O)(=O)N(CC=C)C1CCCCC1
CC1CCN(c2ccc(C)c(Br)c2)C(=O)C(C)(C)N1
CC(Sc1nnc(C)n1Cc1ccccc1)C(=O)c1ccc(Br)cc1
CSc1ccc(cc1)C(=O)C(=CN(C)C)c1ccc(F)cc1
CC(OC(=O)c1ccc(cc1)C#N)C(=O)Nc1ccc2C(=O)c3ccccc3C(=O)c2c1
CCN1CCCC(C1)NS(=O)(=O)c1ccc(OC)c(N)c1
S=C1CCC(=S)N1CCc1ccccc1
CCCCOc1ccc(cc1OC)C1N(C(=O)C2=C1C(=O)C1CCCCC1O2)c1cccc(Br)c1
OC(=O)C(Cc1ccccc1)NC(=O)c1ccn2c(NC3CCCCC3)c(nc2c1)-c1ccccc1
CC1(C)C(C1c1ccc(F)c(Br)c1)C(=O)NC(N)=N
OC(Cc1cccc(c1)-c1nc2ccccc2o1)C=CC1CCC(=O)N1CCSCCCC(O)=O
CCOc1ccccc1Nc1ncnc(N2CCC(C)CC2)c1N
CC1(NC(=O)N(CCCOc2ccc(cc2)[N+]([O-])=O)C1=O)c1ccc2OCCOc2c1
CC(=NC1CCN(Cc2ccccc2)CC1)c1ccc(cc1)-c1cccc(COC(=C)CN)c1
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2(F)F
FC(F)(F)Oc1ccc(NC(=O)NN=C(Cc2ccc(cc2)C#N)c2cccc(OC(F)(F)F)c2)cc1
Clc1cccc(-c2ccc(C=CC(=O)c3cccc(NC(=O)c4ccco4)c3)o2)c1Cl
COc1ccc(NC(=O)CC2SC(=Nc3cc(C)ccc3C)N(C3CC3)C2=O)c(OC)c1
CN(Cc1ccc(Br)s1)C(=O)c1cccn1C1CCN(CC1)C(=O)OC(C)(C)C
CC(C)C1CC(CN(C)S(O)=O)C(O)C1O
Fc1ccccc1-c1cn2c(CCC(=O)NC3CCCCC3)csc2n1
[O-][n+]1ccc(cc1)C(=O)Nc1ccc2oc(nc2c1)-c1cc(F)ccc1Br
COC(=O)NC(C(C)C)C(=O)N1CCCC1c1nc(c[nH]1)-c1ccc(nc1)-c1ccc(cc1)-c1c[nH]c(n1)C1Cc2cccc3CCC(NC(=O)OC)C(=O)N1c23
CC(C)c1ccc(Cc2nnc(NC(=O)C3CCCC3)o2)cc1
CCc1cccc(CC)c1NC(=S)NC(=O)c1cccs1
O=C(NN=c1c2ccccc2[nH]c2ccccc12)c1ccncc1
OCCCOc1ccc(cc1)C1=NC(Cc2ccccc2)(C(O1)c1ccccc1C[N-][N+]#N)C(=O)NCCc1cc(F)cc(F)c1
COC(=O)NC(C(=O)N1CCCC1)c1ccccc1
CC(C)C(CO)Nc1nc(nc2CCS(=O)c12)N1CCC(CC1)c1cccc(O)c1
CC1CCCCC1N(C)CCC(NC1CC1)C#N
COc1ccc(Cl)cc1C(=O)N(C)C(C)c1ccc(cc1)-n1cncn1
CCc1ccc(NC(=O)c2ccccc2Cl)cc1[N+]([O-])=O
COc1ccc(CNC(=O)C(=Cc2ccc[nH]2)C#N)cc1
CC(NC(=O)CNCC#C)c1ccc(C)s1
CCOC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(s1)-c1n[nH]c(C)c1C
CC(NC(=O)CN1CCN(CC1)c1ccccc1)c1ccc2OCCOc2c1
CN(C)CCN(Cc1ccccc1)C(=O)c1cc2ccccc2[nH]1
COC(=O)c1ccc(NS(=O)(=O)c2ccc3Oc4cccnc4N(C)C(=O)c3c2)cc1
CN(C)c1ccc(Br)c2nsnc12
COc1cc(Cl)cc(CNC(C)c2cnn(c2C)-c2ccc(F)cc2F)c1OC
CNC1CCC(CC1)n1nccc1Br
Cc1ccc(Cn2c(SCC(=O)NN=Cc3cccc(C)c3)nc3ccccc23)cc1
COC(=O)c1cccc(CNCCc2c(C)[nH]c3ccc(OC)cc23)c1
COc1cccc(CSc2nnc(C3CCS(=O)(=O)C3)n2C)c1
O=C(Oc1ccccc1)c1ccc2C(=O)N(C(=O)c2c1)c1cccc2ccccc12
CS(=O)(=O)Cc1cnccc1C(F)(F)F
COC(C(O)C(O)C(O)C=CC(C)(C)C)C(=O)CC(C)C(=O)NCCOC(=O)C12CC3CC(CC(C3)C1)C2
CC(C)(C)OC(O)=NC1=NC2(COC1)c1cc(O)ccc1Oc1c(F)cc(cc21)C1=CCCOC1
CCOC(=O)C1SC2NC(NC(=O)C2=C1C)C(Cl)=Cc1cc(Br)ccc1F
CC(C)C(NC(=O)c1ccccc1Cl)C(=O)NCCNc1ncccc1C(F)(F)F
NC1CCN(C1)c1cccnc1
COc1ccc(cc1)C(C#N)(C(C[N+]([O-])=O)C(C)(C)C)N(C)C1COC(C)(C)OC1c1ccccc1
COCCNCC(=Cc1ccccn1)C(C)C
Fc1ccc(cc1)N1CC(CC1=O)C(=O)Nc1ccc2nc[nH]c2c1
CC(CNC(C)(C)CC(=O)NC1CCc2ccccc2N(Cc2ccc(cc2)-c2ccccc2C(=O)NCCCC(=O)OCc2ccccc2)C1=O)OCc1ccccc1
CCOC(=O)C1NNC(C(C)C)C1Oc1cc(C)c(C#N)c(C)c1
OC(C(F)c1ccccc1)C1OC(=O)C=CC1N1CCOCC1
CC(Sc1ccc(C)cc1)C(=O)Nc1ccc(Cl)c(N)c1
COC(=O)C1=C2Nc3ccccc3C22CCN(C2C(C1)OC(C)=O)C1[C]2[CH][CH][CH][C]2CCC1(C)C
CC1CN(CC(C)O1)S(=O)(=O)N1CCN(CC1)C(=O)CNC(=O)OCc1ccccc1
CNC(=O)c1cccc(c1)C(=O)C(C#N)c1nc(C)cc(C)n1
CN(CCOc1cccc(C)c1)CC(=O)NCC(=O)Nc1ccc(F)c(F)c1
CN(CCN1CCCC1)C(=O)c1cc2cc(N)ccc2[nH]1
CC1CN(C2OC(COCc3ccccc3)(COC(C)=O)C(OCc3ccccc3)C2OC(C)=O)C(=O)NC1=O
CC(C)NC(=O)C(N(C#C)C(=O)C(CC(N)=O)NC(=O)OC(C)(C)C)c1c(C)cccc1C
COC(=O)C1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O
Cc1cccc(Cc2c(C)nc(C)nc2N2CCN(CC2)C(=O)Nc2ccccc2C(F)(F)F)c1
CNCC=C(C)c1ccc(OC)cc1
C1CCN(CC1)C=C1CCC=CC1
[O-][N+](=O)c1ccc2OCC3CCCN3C(=O)c2c1
[O-][N+](=O)c1ccc(CC2=NCC(=O)S2)cc1
CC(NCCc1ccc(F)cc1)C(=O)NCc1ccco1
CCOc1ccc(cc1)C(=O)CCC(=O)NCC(O)COc1cccc(Cl)c1Cl
O=C(NCC#C)C1CCC2SC3NC(NC(=O)C3=C12)C(=O)NCc1ccc2OCC(=O)Nc2c1
BrC(=C)CC12CC(=O)CCC1CC=C2
